Treponema Medium,
Rumen fluid (see below),300 mL
CaCl2·2H2O,0.12 g
MgSO4·7H2O,0.18 g
KH2PO4,0.45 g
K2HPO4,0.45 g
NaCl,0.90 g
(NH4)2SO4,0.90 g
0.1% Resazurin (see below),1 mL
L-Cysteine HCl,1.0 g
Na2CO3,1.5 g
D-Glucose,2.0 g
ddH2O,700 mL
