Diluted R2A Medium (Ten times diluted R2A),
Yeast extract,0.05 g
Proteose peptone,0.05 g
Casamino acid,0.05 g
Glucose,0.05 g
Soluble starch,0.05 g
Na-pyruvate,0.03 g
K2HPO4,0.03 g
MgSO4·7H2O,0.005 g
L-cysteine HCl,0.05 g
0.1% Resaruzin (see below),1 mL
ddH2O,1000 mL
