Christensenella Medium,
Meat extract,5.0 g
Casitone,30.0 g
Yeast extract,5.0 g
0.1% Resazurin (see below),1 mL
L-Cysteine HCl,0.50 g
Na2CO3,1.5 g
K2HPO4,5.0 g
Glucose,4.0 g
Cellobiose,1.0 g
Maltose,1.0 g
Soluble starch,1.0 g
ddH2O,1000 mL
