Rumen Bacteria Medium,
Mineral solution (see below),38 mL
K2HPO4,0.30 g
Trypticase peptone,2.0 g
Yeast extract,0.50 g
Volatile fatty acid mix (see below),3.1 mL
Hemin solution (see below),2 mL
Glycerol,0.50 g
0.1% Resazurin (see below),1 mL
Na2CO3,4.0 g
D-Glucose,0.50 g
Maltose,0.50 g
Cellobiose,0.50 g
Soluble starch,0.50 g
L-Cysteine HCl,0.25 g
Na2S·9H2O,0.25 g
ddH2O,960 mL
