R2A Medium,
Yeast extract,0.50 g
Proteose peptone,0.50 g
Casamino acid,0.50 g
Glucose,0.50 g
Soluble starch,0.50 g
Na-pyruvate,0.30 g
K2HPO4,0.30 g
MgSO4·7H2O,0.050 g
L-cysteine HCl,0.50 g
0.1% Resaruzin (see below),1 mL
ddH2O,1000 mL
