Chocolate Media,
Hemoglobin,10.0 g
Proteose peptone No.3,15.0 g
NaCl,5.0 g
K2HPO4,4.0 g
Glucose,1.5 g
Cornstarch,1.0 g
KH2PO4,1.0 g
IsoVitaleX® enrichment,100 mL
0.1% Resazurin (see below),1 mL
L-Cysteine HCl,1.0 g
ddH2O,900.0 mL
