Fastidous Anaerobe Broth,
Peptone mix,23.0 g
NaCl,5.0 g
Soluble starch,1.0 g
NaHCO3,4.0 g
Glucose,1.0 g
Sodium pyruvate,1.0 g
L-Cysteine HCl,0.50 g
Hemin,0.010 g
VK,0.001 g
L-Arginine,1.0 g
Sodium pyrophosphate,0.25 g
Sodium succinate,0.50 g
0.1% Resaruzin (see below),1 mL
ddH2O,1000 mL
