PR Medium (Mix RL and PYG at the ratio of 5:5),
Trypticase peptone,7.5 g
Peptone,2.5 g
Yeast extract ,7.5 g
Beef extract ,2.5 g
Glucose ,3.0 g
Tween 80 ,0.5 mL
K2HPO4,1.0 g
L-Cysteine HCl,0.25 g
0.1% Resazurin (see below),1 mL
Salt solution (see below),20 mL
Hemin solution (see below),5 mL
Vitamin K1 solution (see below),0.1 mL
Solution A (see below),0.045 mL
Solution B (see below),94 mL
Solution C (see below),94 mL
Solution E (see below),28 mL
Rumen fluid (see below),50 mL
ddH2O,710 mL
