Bryant and Burkey Medium,
Casein enzymatic hydrolysate,15 g
Beef extract,7.5 g
Sodium lactate,3 g
Yeast extract,5 g
Sodium acetate,5 g
L-cysteine hydrochloride,0.5 g
Distilled water,1000 mL
