M2GSC Medium,
Casitone,10.0 g
Yeast extract,2.5 g
NaHCO3 ,4.0 g
Glucose,2.0 g
Cellobiose,2.0 g
Soluble starch,2.0 g
Rumen fluid (see below),300 mL
L-Cysteine HCl,1.0 g
K2HPO4,0.45 g
KH2PO4,0.45 g
(NH4)2SO4,0.90 g
NaCl,0.90 g
MgSO4·7H2O,0.09 g
CaCl2,0.09 g
0.1% Resazurin (see below),1 mL
ddH2O,700 mL
