Salt solution: ,
CaCl2·2H2O ,0.25 g
MgSO4 · 7H2O ,0.50 g
K2HPO4,1.00 g
KH2PO4,1.00 g
NaHCO3,10.00 g
NaCl,2.00 g
ddH2O,1000 mL
