Yeast extract-Casitone-Fat acid Medium,
Casitone,10.0 g
Yeast extract,2.50 g
Glucose,5.0 g
MgSO4·7H2O,0.045 g
CaCl2·2H2O,0.09 g
K2HPO4,0.45 g
KH2PO4,0.45 g
NaCl,0.90 g
NaHCO3,4.0 g
L-Cysteine HCl,1.0 g
Hemin,0.01 g
0.1% Resazurin (see below),1 mL
Acetic acid,1.9 mL
Propionic acid,0.7 mL
Isobutyric acid,0.09 mL
Valeric acid,0.1 mL
Isovaleric acid,0.1 mL
Vitamin solution (see below),10 mL
ddH2O,990 mL
